;crl.tot;dollar;bang;money;n000;make;yesno
4277;43;0;0;0;0;0;n
4278;144;0;0;0;0;0,36;n
4279;29;0;0;0;0;1,49;n
4280;129;0,093;0;0;0;0;n
4281;290;0;0,079;0;0;0,16;n
4282;76;0;0,154;0;0;0;n
4283;35;0;0;0;0;0;n
4284;99;0,102;0,306;0;0;0;n
4285;29;0;0;0,56;0;0;n
4286;72;0;0;0;0;0;n
4287;17;0;0;0;0;0;n
4288;228;0;0,06;0;0;0;n
4289;383;0,071;0,142;0;0,18;0;n
4290;11;0;0;0;0;0;n
4291;12;0;0;0;0;2,27;n
4292;54;0;0,168;0;0;4;n
4293;123;0;0;0;0;0;n
4294;43;0;0;0;0;0;n
4295;22;0;0;0;0;0;n
4296;37;0;0,271;0;0;0;n
4297;84;0;0,157;0;0;0;n
4298;226;0;0,064;0;0;0;n
4299;40;0;0,473;0,46;0;0;n
4300;297;0;0,188;0;0;0;n
4301;49;0;0,12;0;0;0;n
4302;356;0;0,07;0;0;0;n
4303;17;0;0,438;0;0;0;n
4304;10;0;0;0;0;0;n
4305;412;0;0,048;0;0;0;n
4306;12;0;0;0;0;0;n
4307;31;0;0,243;0;0;0;n
4308;319;0;0,141;0;0;0;n
4309;328;0;0,073;0;0;0;n
4310;311;0;0,059;0;0;0;n
4311;448;0;0,24;0;0;0;n
4312;266;0;0,073;0;0;0;n
4313;20;0;0;0;0;0;n
4314;28;0;0;0;0;0;n
4315;44;0,116;0;0;0;0;n
4316;9;0;0;0;0;0;n
4317;9;0;0;0;0;0;n
4318;23;0;0,266;0;0;0;n
4319;7;0;0;9,75;0;0;n
4320;16;0;0;0;0;0;n
4321;286;0,285;0,122;0;0,48;0;n
4322;128;0;0;0;0;0;n
4323;77;0;0,208;0;0;0;n
4324;10;0;0;0;0;0;n
4325;136;0,054;0,109;0;0;0;n
4326;141;0;0,285;0;0;0;n
4327;75;0;0;0;0,51;0,51;n
4328;77;0;0,406;0;0;0;n
4329;33;0;0,377;0;0;0,74;n
4330;35;0;0,232;0;0;0;n
4331;26;0;0;0;0;0;n
4332;202;0;0,038;0;0;0,26;n
4333;83;0;0;0;0;0;n
4334;159;0;0;0;0;0;n
4335;49;0,204;0;0;0;0;n
4336;82;0;0,563;0;0;0;n
4337;53;0;0,407;0;0;0;n
4338;184;0;0;0;0;0;n
4339;71;0;0;0;0;0;n
4340;18;0;0,766;0;0;0;n
4341;419;0;0,055;0;0;0,12;n
4342;427;0;0,051;0;0;0,11;n
4343;201;0;0;0;0;0;n
4344;201;0;0;0;0;0;n
4345;13;0;0;0;0;0;n
4346;3;0;0;0;0;0;n
4347;100;0;0,302;0;0;0;n
4348;61;0;0,633;0;0;0,55;n
4349;27;0;0,312;0;0;0;n
4350;169;0,037;0,037;0;0;0;n
4351;3;0;0;0;0;0;n
4352;97;0,048;0,048;0;0;0;n
4353;121;0,132;0,044;0;0;0;n
4354;4;0;0;0;0;0;n
4355;261;0;0,093;0;0;0,06;n
4356;5;0;0;0;0;0;n
4357;214;0;0,099;0;0;0;n
4358;39;0;0;0;0;0;n
4359;7;0;0;0;0;0;n
4360;330;0;0,271;0;0;0;n
4361;17;0;0;0;0;0;n
4362;4;0;0;0;0;0;n
4363;61;0;0;0;0;0;n
4364;9;0;0;0;0;0;n
4365;17;0;0,773;0;0;0;n
4366;68;0;0;0;0;0;n
4367;3;0;0;0;0;0;n
4368;21;0;0,187;0;0;0;n
4369;41;0;0,134;0;0;0;n
4370;32;0;0,164;0;0;0;n
4371;17;0;0;0;0;0;n
4372;64;0;0,254;0;0;1,39;n
4373;165;0;0;0;0;0,97;n
4374;389;0;0,014;0;0;0,15;n
4375;27;0;0,473;0;0;0;n
4376;26;0;0;0;0;0;n
4377;17;0;0;0;0;0;n
4378;14;0;0;0;0;4,34;n
4379;7;0;0;0;0;0;n
4380;39;0,172;0,344;0;0;0;n
4381;41;0;0,151;0;0;0;n
4382;50;0;0;0;0;0;n
4383;63;0;0,533;0;0;0;n
4384;285;0;0;0,38;0;0;n
4385;12;0;0;0;0;0;n
4386;18;0;0;9,09;0;0;n
4387;157;0,123;0;0,73;0;0;n
4388;80;0,903;0;0;0;0;n
4389;4;0;0;0;0;0;n
4390;76;0;0,91;0;0;0;n
4391;29;0;1,194;0;0;0;n
4392;246;0;0,074;0;0;0;n
4393;4;0;3,571;0;0;0;n
4394;37;0;0,27;0;0;0;n
4395;4;0;3,225;0;0;0;n
4396;24;0,763;0;0;0;0;n
4397;326;0;0,069;0;0,15;0;n
4398;121;0;0,291;0;0;0,32;n
4399;136;0;0,561;0;0;0;n
4400;67;0;0,656;0;0;0;n
4401;11;0;0;0;0;0;n
4402;172;0;0,514;0;0;0,13;n
4403;244;0;0,149;0;0;0;n
4404;178;0;0,347;0;0;0;n
4405;195;0;0;0;0;0;n
4406;146;0;0,161;0;0;0;n
4407;14;0;0;0;0;0;n
4408;60;0;0;0;0;0;n
4409;80;0;0,376;0;0;0;n
4410;62;0;0,186;0;0;0,99;n
4411;59;0;0;0;0;0;n
4412;32;0;0;0;0;0,71;n
4413;56;0;0;0;0;0;n
4414;41;0;0,475;0;0;0;n
4415;108;0,224;0,224;0,33;0;0;n
4416;69;0;0;0;0;0;n
4417;2;0;0;0;0;0;n
4418;68;0;0,212;0;0;0,59;n
4419;86;0;0,128;0;0;0;n
4420;64;0;0;0;0;0;n
4421;70;0;0,098;0,61;0;0;n
4422;5;0;0;0;0;0;n
4423;40;0;0;0;0;0;n
4424;266;0;0;0;0;0,4;n
4425;289;0;0,162;0;0;0;n
4426;323;0;0;0;0;0;n
4427;67;0;0;0;0;0;n
4428;147;0;0,436;0;0;0;n
4429;16;0;0;0;0;0;n
4430;414;0;0,045;0;0;0;n
4431;300;0;0;0;0;0;n
4432;390;0;0;0;0;0;n
4433;265;0;0,114;0;0;0;n
4434;128;0;0,198;0;0;0;n
4435;333;0;0,471;0;0;0;n
4436;559;0;0,193;0;0;0;n
4437;314;0;0,178;0;0;0;n
4438;282;0;0,147;0;0;0;n
4439;282;0;0,147;0;0;0;n
4440;53;0;0;0;0;0;n
4441;282;0;0,147;0;0;0;n
4442;285;0;0,448;0;0;0;n
4443;422;0;0,022;0;0;0;n
4444;303;0;0;0;0;0;n
4445;605;0,012;0,012;0,08;0;0;n
4446;80;0;0,463;0;0;0;n
4447;101;0;0,336;0;0;0;n
4448;10;0;0;0;0;0;n
4449;28;0;0,225;0;0;0;n
4450;74;0;0,055;0;0;0,3;n
4451;131;0;0,023;0;0;0,12;n
4452;45;0;0,232;0;0;0;n
4453;72;0;0,552;0;0;0;n
4454;160;0;0;0;0;0;n
4455;8;0;0;0;0;0;n
4456;5;0;0,467;0;0;0;n
4457;8;0;0;0;0;0;n
4458;207;0,038;0;0;0;0,25;n
4459;53;0;19,131;0;0;0;n
4460;135;0;0;0;0;0,16;n
4461;49;0;5,78;0;0;0,95;n
4462;13;0;0;0;0;0;n
4463;5;0;32,478;0;0;0;n
4464;51;0;7,707;0;0;0;n
4465;40;0;0;0;0;0;n
4466;45;0;0;0;0;0;n
4467;7;0;0;0;0;0;n
4468;39;0;0;0;0;0;n
4469;3;0;0;0;0;0;n
4470;29;0;0,149;0;0;0;n
4471;42;0;0,175;0;0;1,42;n
4472;144;0;0,54;0;0;0,76;n
4473;77;0;0;0;0;0,26;n
4474;7;0;0;0;0;0;n
4475;65;0;0;0;0;0;n
4476;6;0;0;0;0;0;n
4477;1;0;0,684;0;0;0;n
4478;23;0,135;0,135;0,37;0;0;n
4479;55;0,147;0,049;0;0;0;n
4480;1;0;0;0;0;0;n
4481;311;0;0,112;0;0;1,88;n
4482;499;0,068;0,017;0;0,34;0;n
4483;1315;0;0,027;0;0;0,08;n
4484;61;0;0;0;0;0;n
4485;18;0;0;0;0;0;n
4486;294;0;0,288;0;0;0;n
4487;122;0;0,444;0;0;0,39;n
4488;33;0;0;0;0;0;n
4489;40;0;0;0;0;0,35;n
4490;55;0;0;0;0;0;n
4491;34;0;0,594;0;0;0;n
4492;51;0;0;0;0;0;n
4493;54;0;0;0;0;0;n
4494;27;0;0,234;0;0;0;n
4495;50;0;0,175;0;0;0;n
4496;61;0;0;0;0;0;n
4497;29;0;0;0;0;0;n
4498;53;0;0;0;0;0;n
4499;34;0;0;0;0;0;n
4500;30;0;0;0;0;0,78;n
4501;58;0;1,548;0;0;0;n
4502;27;0,809;0,809;0;0;0;n
4503;50;0;0;0;0;0;n
4504;103;0;1,16;0;0;0;n
4505;68;0,277;0;0;0;0;n
4506;70;0;0;0;0;0;n
4507;145;0;0,021;0;0;0,23;n
4508;180;0;0;0;0;0;n
4509;164;0;0;0;0;0;n
4510;73;0,46;0;0;0;0;n
4511;105;0;0;0;0;0;n
4512;1;0;0;0;0;0;n
4513;50;0;0;0;0;0;n
4514;37;0;0,125;0;0;0,88;n
4515;52;0;0,152;0;0;0;n
4516;329;0;0;0;0;0;n
4517;537;0;0,028;0;0;0;n
4518;9;0;0;0;0;0;n
4519;82;0;0,112;0;0;0;n
4520;267;0,046;0;0;0;0,09;n
4521;98;0,079;0;0;0;0;n
4522;68;0;0;0;0;0;n
4523;14;0;0;0;0;0,42;n
4524;14;0;0,066;0;0;0;n
4525;15;0;0;0;0;0;n
4526;25;0;0,018;0;0;0;n
4527;76;0;0;0;0;0;n
4528;21;0;0;0;0;0;n
4529;38;0;0;0;0;0;n
4530;5;0;0;0;0;0;n
4531;32;0;0;0;0;0;n
4532;29;0;0;0;0;0;n
4533;9;0;0;0;0;0;n
4534;11;0;0;0;0;0;n
4535;32;0;0;0;0;0;n
4536;27;0;0;0;0;0;n
4537;6;0;0;0;0;0;n
4538;25;0;0;0;0;0;n
4539;8;0;0;0;0;0;n
4540;106;0;0,039;0;0;0;n
4541;2;0;0;0;0;0;n
4542;25;0;0;0;0;0;n
4543;10;0;0;0;0;0;n
4544;65;0;0;0;0;0;n
4545;57;0;0;0;0;0;n
4546;5;0;0;0;0;0;n
4547;7;0;0;0;0;0;n
4548;12;0;0;0;0;0;n
4549;14;0;0;0;0;0;n
4550;4;0;0;0;0;0;n
4551;43;0;0,168;0;0;0;n
4552;60;0;0;0;0;0;n
4553;4;0;0;0;0;0;n
4554;75;0;0,116;0;0;0,33;n
4555;69;0;0,065;0;0;0,17;n
4556;10;0;0;0;0;0;n
4557;93;0;0;0;0;0,69;n
4558;244;0,008;0;0;0,1;0,16;n
4559;54;0;0;0;0;0;n
4560;7;0;0;0;0;0;n
4561;7;0;0;0;0;0;n
4562;28;0;0;0;0;0;n
4563;59;0;0;0;0;0,54;n
4564;128;0;0;0;0;0;n
4565;55;0;0;0;0;0;n
4566;78;0;0;0;0;0;n
4567;108;0;0;0;0;0,14;n
4568;90;0;0;0;0;0,67;n
4569;42;0;0;0;0;0,25;n
4570;38;0,087;0;0;0;0;n
4571;98;0;0,082;0;0;0;n
4572;13;0;0;0;0;0;n
4573;137;0;0,099;0;0;0;n
4574;61;0;0;0;0;0,29;n
4575;43;0;0;0;0;0;n
4576;64;0;0;0;0;0;n
4577;24;0;0;0;0;0;n
4578;70;0;0;0,4;0;0;n
4579;1789;0;0,055;0;0;0,27;n
4580;11;0;0;0;0;0;n
4581;46;0;0,091;0;0;0;n
4582;19;0;0;0;0;0;n
4583;70;0;0;0;0;0;n
4584;123;0;0,041;0;0;0;n
4585;11;0;0;0;0;0;n
4586;174;0;0;0;0;0;n
4587;28;0,125;0;0;0;0;n
4588;10;0;0;0;0;0;n
4589;22;0;0;0;0;0;n
4590;79;0;0;0;0;0;n
4591;8;0;0;0;0;0;n
4592;27;0;0;0;0;0;n
4593;6;0;1,052;0;0;0;n
4594;19;0;0;0;0;0;n
4595;24;0;0;0;0;0;n
4596;88;0;0;0;0;0,31;n
4597;14;0;0,353;0;0;0;n
4598;118;0;0;0;0;0,3;n
4599;78;0;0;0;0;0,96;n
4600;40;0;0,125;0;0;0;n
